ticker,name,sector,close,chg1d,long_score,fade_score,trend,respect_profile,rsi,pctb,bandwidth,atr_pct,relvol,pos52,vs_sma20,vs_sma50,vs_sma200,macd_hist,support_level,support_dist_atr,support_rate,support_n,support_base,support_score,resist_level,resist_dist_atr,resist_base,resist_rate,resist_n,resist_score,long_raw,fade_raw,rs_1m,rs_3m,weekly_trend,vol_confirm,broken_level,broken_rate,broken_n,broken_dist_atr,broken_base,sma20_sup_rate,sma20_sup_base,sma20_sup_n,sma20_res_rate,sma20_res_base,sma20_res_n,sma50_sup_rate,sma50_sup_base,sma50_sup_n,sma50_res_rate,sma50_res_base,sma50_res_n,sma100_sup_rate,sma100_sup_base,sma100_sup_n,sma100_res_rate,sma100_res_base,sma100_res_n,sma200_sup_rate,sma200_sup_base,sma200_sup_n,sma200_res_rate,sma200_res_base,sma200_res_n,bb_lower_sup_rate,bb_lower_sup_base,bb_lower_sup_n,bb_upper_res_rate,bb_upper_res_base,bb_upper_res_n
EW,Edwards Lifesciences,Health Care,87.0700,0.0029,24.8154,5.1000,Up,,44.9415,0.3440,0.0902,0.0236,0.1021,0.6157,-0.0141,-0.0144,0.0238,-0.0426,,,,0,,0.0000,,,,,0,0.0000,24.8154,5.1000,-0.0438,-0.0763,Mixed,False,,,0,,,0.5916,0.6114,110,0.6186,0.7155,96,0.5453,0.6114,61,0.6133,0.7155,61,0.6624,0.6114,48,0.5969,0.7155,41,0.6702,0.6114,28,0.5470,0.7155,25,0.7419,0.7019,82,0.7387,0.6968,81
MDT,Medtronic,Health Care,89.8300,0.0059,24.8139,5.1000,Up,,45.1661,0.0959,0.0559,0.0232,0.1359,0.5521,-0.0226,0.0073,0.0186,-0.5586,,,,0,,0.0000,,,,,0,0.0000,24.8139,5.1000,-0.0390,0.0838,Mixed,False,,,0,,,0.6145,0.6123,96,0.6180,0.7004,96,0.6194,0.6123,50,0.6334,0.7004,62,0.6693,0.6123,40,0.6143,0.7004,38,0.6483,0.6123,26,0.6304,0.7004,29,0.6330,0.6505,87,0.6955,0.6697,89
URI,United Rentals,Industrials,1012.3000,-0.0191,24.8088,0.0000,Up,SMA50 70% vs 58% (n=55),44.5330,0.5042,0.0821,0.0290,0.1821,0.6553,0.0003,-0.0503,0.0804,5.2042,,,,0,,0.0000,,,,,0,0.0000,24.8088,0.0000,-0.0717,-0.1117,Down,False,,,0,,,0.6705,0.6738,91,0.5442,0.5833,94,0.6821,0.6738,41,0.7006,0.5833,55,0.6026,0.6738,32,0.4685,0.5833,33,0.5757,0.6738,25,0.6790,0.5833,23,0.7401,0.6911,70,0.5956,0.5982,89
IBKR,Interactive Brokers,Financials,89.6050,-0.0214,24.6747,25.5104,Up,SMA50 68% vs 57% (n=52),46.8758,0.3227,0.1265,0.0329,0.1870,0.7734,-0.0224,-0.0190,0.1151,-0.0578,,,,0,,0.0000,SMA50,-0.5870,0.5668,0.6833,52,35.4734,24.6747,25.5104,-0.0421,-0.0809,Down,False,,,0,,,0.6913,0.7237,100,0.5801,0.5668,93,0.7223,0.7237,54,0.6833,0.5668,52,0.6952,0.7237,39,0.5810,0.5668,24,0.7958,0.7237,21,0.3825,0.5668,15,0.7357,0.7418,68,0.5787,0.5591,107
RTX,RTX Corporation,Industrials,192.5300,0.0018,24.5851,14.0000,Mixed,,30.2204,0.2096,0.1276,0.0196,0.1047,0.5362,-0.0371,-0.0726,-0.0043,-0.5952,,,,0,,0.0000,,,,,0,0.0000,24.5851,14.0000,-0.0857,-0.0036,Down,False,,,0,,,0.7381,0.6667,108,0.5411,0.6339,82,0.5786,0.6667,49,0.6028,0.6339,45,0.6417,0.6667,36,0.6439,0.6339,31,0.7654,0.6667,23,0.5015,0.6339,19,0.7296,0.7004,67,0.5683,0.5663,95
DGX,Quest Diagnostics,Health Care,236.5600,0.0153,24.5609,5.1000,Up,,47.4072,0.3200,0.0839,0.0235,0.1830,0.8462,-0.0151,0.0088,0.1639,-0.8188,,,,0,,0.0000,,,,,0,0.0000,24.5609,5.1000,-0.0359,0.1220,Mixed,False,,,0,,,0.6500,0.6374,103,0.5993,0.6826,94,0.6882,0.6374,68,0.5513,0.6826,59,0.7351,0.6374,43,0.6614,0.6826,47,0.7020,0.6374,21,0.5535,0.6826,19,0.7669,0.7622,73,0.6768,0.5960,100
IRM,Iron Mountain,Real Estate,114.4700,-0.0054,24.4041,0.0000,Up,,45.7232,0.4805,0.0934,0.0294,0.0599,0.6672,-0.0018,-0.0447,0.0432,0.4678,,,,0,,0.0000,,,,,0,0.0000,24.4041,0.0000,-0.0540,-0.1640,Down,False,,,0,,,0.6443,0.6809,98,0.6078,0.5779,87,0.6394,0.6809,55,0.5056,0.5779,52,0.6983,0.6809,40,0.4503,0.5779,30,0.6564,0.6809,23,0.4049,0.5779,19,0.6673,0.6782,66,0.5613,0.5640,98
UAL,United Airlines Holdings,Industrials,109.4700,-0.0113,24.2794,0.0000,Up,,46.0900,0.5283,0.0936,0.0348,0.1021,0.4587,0.0027,-0.0604,0.0052,0.7789,,,,0,,0.0000,,,,,0,0.0000,24.2794,0.0000,-0.0420,-0.2088,Down,False,,,0,,,0.6495,0.6359,100,0.5743,0.6403,91,0.6598,0.6359,62,0.5457,0.6403,52,0.6029,0.6359,45,0.6645,0.6403,45,0.6985,0.6359,34,0.5148,0.6403,34,0.6747,0.6679,80,0.7151,0.6270,96
BG,Bunge Global,Consumer Staples,111.0000,-0.0043,24.1295,14.0000,Mixed,,39.8069,0.0941,0.1498,0.0383,0.0503,0.6055,-0.0608,-0.0355,-0.0301,-1.3935,,,,0,,0.0000,,,,,0,0.0000,24.1295,14.0000,0.0017,-0.0225,Down,False,,,0,,,0.6698,0.6699,106,0.5637,0.6200,82,0.6620,0.6699,65,0.6265,0.6200,67,0.7017,0.6699,44,0.6021,0.6200,35,0.6600,0.6699,44,0.5590,0.6200,38,0.7050,0.7028,78,0.7070,0.6932,106
JBL,Jabil,Information Technology,305.6900,-0.0099,23.9807,0.0000,Up,,46.9686,0.5376,0.0817,0.0381,0.0857,0.4856,0.0031,-0.0371,0.0235,1.1693,,,,0,,0.0000,,,,,0,0.0000,23.9807,0.0000,-0.0033,-0.2250,Mixed,False,,,0,,,0.6702,0.6720,97,0.4729,0.5356,83,0.5032,0.6720,55,0.5335,0.5356,60,0.6602,0.6720,44,0.5286,0.5356,36,0.7256,0.6720,19,0.5635,0.5356,14,0.7206,0.7216,68,0.6178,0.5762,92
FLEX,Flex Ltd.,Information Technology,110.4750,-0.0163,23.8778,0.0000,Up,,47.2712,0.5253,0.0987,0.0479,0.0717,0.5045,0.0025,-0.0442,0.1271,0.7091,,,,0,,0.0000,,,,,0,0.0000,23.8778,0.0000,0.0299,-0.3144,Down,False,,,0,,,0.6534,0.7595,94,0.5755,0.5315,97,0.6092,0.7595,65,0.5827,0.5315,58,0.7508,0.7595,44,0.5268,0.5315,38,0.8349,0.7595,20,0.2751,0.5315,11,0.7816,0.7729,78,0.6227,0.5972,101
STLD,Steel Dynamics,Materials,236.3100,0.0086,23.8673,5.1000,Up,,47.3020,0.4071,0.0762,0.0346,0.0506,0.6655,-0.0071,-0.0311,0.1032,-0.1229,,,,0,,0.0000,,,,,0,0.0000,23.8673,5.1000,0.0248,-0.0664,Mixed,False,,,0,,,0.7027,0.6553,115,0.5983,0.6104,87,0.7173,0.6553,61,0.6222,0.6104,61,0.7151,0.6553,57,0.6213,0.6104,45,0.7187,0.6553,40,0.5717,0.6104,37,0.7259,0.7027,66,0.6412,0.5994,98
AXP,American Express,Financials,301.4600,-0.0017,23.8000,14.0000,Mixed,SMA200 71% vs 56% (n=26),26.9383,-0.0201,0.1231,0.0209,0.1229,0.1283,-0.0640,-0.0975,-0.0961,-2.0133,,,,0,,0.0000,,,,,0,0.0000,23.8000,14.0000,-0.1123,-0.1650,Down,False,,,0,,,0.5793,0.6926,94,0.5817,0.5645,91,0.6388,0.6926,52,0.5345,0.5645,47,0.6230,0.6926,47,0.5627,0.5645,32,0.5681,0.6926,22,0.7086,0.5645,26,0.6543,0.6725,75,0.5826,0.5880,79
ARES,Ares Management,Financials,117.4750,-0.0330,23.7916,14.0000,Mixed,BB upper 72% vs 62% (n=101),30.0248,-0.0024,0.2215,0.0383,0.1476,0.2865,-0.1113,-0.1129,-0.0881,-1.7987,,,,0,,0.0000,,,,,0,0.0000,23.7916,14.0000,-0.1580,-0.0048,Down,False,,,0,,,0.7296,0.6790,108,0.4325,0.6157,78,0.6418,0.6790,61,0.5641,0.6157,50,0.7085,0.6790,45,0.4017,0.6157,32,0.7302,0.6790,23,0.5785,0.6157,21,0.7340,0.6961,72,0.7188,0.6180,101
ITW,Illinois Tool Works,Industrials,271.9550,-0.0054,23.7717,0.0000,Up,,47.5833,0.5344,0.0797,0.0181,0.0824,0.5564,0.0027,-0.0285,0.0212,0.6675,,,,0,,0.0000,,,,,0,0.0000,23.7717,0.0000,-0.0482,-0.0098,Down,False,,,0,,,0.6400,0.6402,100,0.5873,0.6816,96,0.7073,0.6402,59,0.5547,0.6816,55,0.6037,0.6402,40,0.6145,0.6816,46,0.5610,0.6402,38,0.6182,0.6816,36,0.7360,0.7199,76,0.6375,0.6180,94
APTV,Aptiv,Consumer Discretionary,43.6400,-0.0339,23.6773,14.0000,Down,SMA200 84% vs 69% (n=23) | BB lower 71% vs 60% (n=88),39.0237,0.2136,0.1037,0.0349,0.0611,0.0141,-0.0297,-0.1209,-0.3235,0.2276,BB lower,0.6541,0.7108,88,0.5975,31.9418,,,,,0,0.0000,23.6773,14.0000,-0.0841,-0.3251,Down,False,,,0,,,0.5225,0.6493,89,0.6777,0.6920,96,0.5119,0.6493,46,0.7291,0.6920,67,0.4899,0.6493,36,0.7660,0.6920,44,0.5042,0.6493,19,0.8433,0.6920,23,0.7108,0.5975,88,0.7189,0.6978,75
AVY,Avery Dennison,Materials,171.4400,-0.0071,23.4214,5.1000,Up,,48.6136,0.4223,0.0739,0.0238,0.0396,0.4547,-0.0057,0.0004,0.0015,-0.2785,,,,0,,0.0000,,,,,0,0.0000,23.4214,5.1000,-0.0672,0.0095,Mixed,False,,,0,,,0.6030,0.6791,100,0.6025,0.6222,113,0.5866,0.6791,62,0.6249,0.6222,72,0.5541,0.6791,37,0.6487,0.6222,43,0.6950,0.6791,33,0.6023,0.6222,35,0.7306,0.6877,86,0.7536,0.7061,86
DRI,Darden Restaurants,Consumer Discretionary,211.5000,-0.0102,23.4213,5.1000,Up,,48.6137,0.4117,0.0755,0.0256,0.3896,0.7175,-0.0067,0.0005,0.0500,-0.3400,,,,0,,0.0000,,,,,0,0.0000,23.4213,5.1000,-0.0683,-0.0485,Mixed,False,,,0,,,0.6404,0.6123,106,0.6325,0.6809,92,0.6868,0.6123,68,0.6916,0.6809,65,0.6920,0.6123,40,0.5539,0.6809,28,0.6897,0.6123,30,0.6456,0.6809,25,0.7682,0.7086,83,0.7040,0.6569,102
COHR,Coherent Corp.,Information Technology,293.5900,-0.0233,23.3654,23.5981,Up,SMA100 72% vs 56% (n=27) | SMA200 70% vs 56% (n=15),48.7782,0.5460,0.2301,0.0708,0.1688,0.5667,0.0106,-0.0096,0.0279,2.5903,,,,0,,0.0000,SMA200,0.3833,0.5616,0.6972,15,50.4773,23.3654,23.5981,0.0162,-0.3250,Mixed,False,,,0,,,0.6585,0.6826,111,0.5452,0.5616,90,0.6246,0.6826,50,0.6510,0.5616,44,0.6888,0.6826,29,0.7176,0.5616,27,0.7204,0.6826,22,0.6972,0.5616,15,0.7474,0.7024,68,0.6437,0.6102,93
GEV,GE Vernova,Industrials,942.0860,-0.0102,23.3249,0.0000,Up,SMA100 68% vs 51% (n=18),48.8974,0.6120,0.1096,0.0408,0.1800,0.6193,0.0123,-0.0351,0.0392,5.8116,,,,0,,0.0000,,,,,0,0.0000,23.3249,0.0000,-0.0060,-0.1567,Down,False,,,0,,,0.7319,0.6792,53,0.5427,0.5126,44,0.7490,0.6792,29,0.5732,0.5126,24,0.6698,0.6792,12,0.6841,0.5126,18,0.8396,0.6792,4,0.3417,0.5126,2,0.8423,0.7914,33,0.4884,0.5648,60
CASY,Casey's,Consumer Staples,600.7300,0.0057,23.3226,14.0000,Mixed,SMA100 89% vs 67% (n=44) | SMA200 77% vs 67% (n=15),27.7745,0.2647,0.4689,0.0452,0.0954,0.2426,-0.1104,-0.2295,-0.1768,-3.8756,,,,0,,0.0000,,,,,0,0.0000,23.3226,14.0000,-0.3027,-0.2972,Down,False,,,0,,,0.7283,0.6652,104,0.5803,0.6121,95,0.6815,0.6652,63,0.5146,0.6121,61,0.8888,0.6652,44,0.3816,0.6121,26,0.7716,0.6652,15,0.4960,0.6121,9,0.7254,0.7343,80,0.6493,0.6184,103
KMI,Kinder Morgan,Energy,31.3900,0.0006,23.3034,0.0000,Up,,48.9606,0.4464,0.0569,0.0224,0.0582,0.6824,-0.0030,-0.0081,0.0157,0.0313,,,,0,,0.0000,,,,,0,0.0000,23.3034,0.0000,0.0066,-0.0752,Down,False,,,0,,,0.7126,0.6644,112,0.6159,0.6480,96,0.6007,0.6644,77,0.5909,0.6480,63,0.7069,0.6644,62,0.5932,0.6480,56,0.7029,0.6644,51,0.5419,0.6480,34,0.8169,0.7244,73,0.6803,0.6387,110
CARR,Carrier Global,Industrials,54.8050,-0.0054,23.2894,14.0000,Mixed,,33.9897,0.2102,0.1306,0.0312,0.0857,0.1915,-0.0379,-0.1054,-0.1051,-0.0202,,,,0,,0.0000,,,,,0,0.0000,23.2894,14.0000,-0.0921,-0.3047,Down,False,,,0,,,0.4854,0.6575,90,0.7222,0.6391,102,0.6105,0.6575,56,0.6303,0.6391,54,0.6068,0.6575,30,0.5852,0.6391,26,0.7543,0.6575,26,0.4127,0.6391,24,0.7554,0.6849,87,0.4934,0.6143,78
FIX,Comfort Systems USA,Industrials,1623.0000,-0.0018,23.2368,0.0000,Up,,49.1564,0.6448,0.0995,0.0460,0.0998,0.6589,0.0144,-0.0262,0.0600,8.6797,,,,0,,0.0000,,,,,0,0.0000,23.2368,0.0000,0.0023,-0.2166,Down,False,,,0,,,0.6863,0.7164,108,0.5450,0.5578,90,0.7167,0.7164,60,0.5040,0.5578,54,0.7232,0.7164,29,0.4447,0.5578,28,0.8060,0.7164,7,0.4701,0.5578,5,0.8986,0.8007,63,0.6520,0.5833,110
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,227.7375,-0.0004,23.2340,0.0000,Up,BB lower 83% vs 69% (n=89),49.1648,0.5497,0.0945,0.0303,0.0570,0.6981,0.0047,-0.0206,0.1041,0.4453,,,,0,,0.0000,,,,,0,0.0000,23.2340,0.0000,-0.0481,-0.0778,Down,False,,,0,,,0.5554,0.7744,79,0.6449,0.5909,102,0.6245,0.7744,57,0.6818,0.5909,64,0.6767,0.7744,39,0.6534,0.5909,44,0.6599,0.7744,31,0.5233,0.5909,33,0.8252,0.6855,89,0.5988,0.6220,87
AMAT,Applied Materials,Information Technology,463.6850,-0.0225,23.2110,0.0000,Up,,49.2323,0.6581,0.1757,0.0443,0.1159,0.4939,0.0278,-0.0562,0.1052,6.2698,,,,0,,0.0000,,,,,0,0.0000,23.2110,0.0000,-0.0368,-0.3510,Down,False,,,0,,,0.6472,0.6643,99,0.5983,0.6088,92,0.7247,0.6643,59,0.5554,0.6088,49,0.6219,0.6643,26,0.6124,0.6088,31,0.6027,0.6643,17,0.4022,0.6088,12,0.7016,0.6767,64,0.6241,0.6019,96
ECL,Ecolab,Materials,275.8950,-0.0030,23.1747,5.1000,Up,,49.3392,0.4459,0.0779,0.0192,0.0972,0.5243,-0.0042,-0.0049,0.0151,-0.2273,,,,0,,0.0000,,,,,0,0.0000,23.1747,5.1000,-0.0420,-0.0462,Mixed,False,,,0,,,0.7151,0.6995,102,0.5635,0.5701,87,0.7428,0.6995,59,0.5393,0.5701,54,0.7404,0.6995,43,0.4687,0.5701,35,0.6599,0.6995,26,0.5289,0.5701,23,0.7022,0.6654,71,0.6821,0.6198,92
GLW,Corning Inc.,Information Technology,153.6350,-0.0055,23.1661,0.0000,Up,,49.3644,0.5199,0.2095,0.0546,0.1124,0.3964,0.0042,0.0067,0.0375,0.6154,,,,0,,0.0000,,,,,0,0.0000,23.1661,0.0000,0.0432,-0.3708,Down,False,,,0,,,0.6791,0.6555,100,0.5526,0.5720,87,0.5969,0.6555,54,0.6123,0.5720,52,0.6855,0.6555,29,0.6652,0.5720,28,0.6421,0.6555,25,0.5537,0.5720,20,0.7053,0.6946,68,0.6367,0.5775,97
CBOE,Cboe Global Markets,Financials,267.9700,-0.0033,23.0789,14.0000,Mixed,SMA200 81% vs 66% (n=29) | SMA100 77% vs 66% (n=54),36.7982,0.1795,0.2169,0.0351,0.0561,0.2901,-0.0695,-0.0723,-0.0608,-2.7245,,,,0,,0.0000,,,,,0,0.0000,23.0789,14.0000,-0.1337,0.0292,Down,False,,,0,,,0.6636,0.6571,116,0.5751,0.6727,105,0.7028,0.6571,78,0.6317,0.6727,62,0.7695,0.6571,54,0.5562,0.6727,35,0.8069,0.6571,29,0.3845,0.6727,16,0.8286,0.8151,82,0.6980,0.6667,113
EQIX,Equinix,Real Estate,1037.1400,-0.0005,23.0630,0.0000,Up,,49.6676,0.5159,0.0759,0.0257,0.0872,0.8006,0.0012,-0.0044,0.0690,1.4863,,,,0,,0.0000,,,,,0,0.0000,23.0630,0.0000,-0.0231,-0.0957,Mixed,False,,,0,,,0.7121,0.7225,111,0.5094,0.6066,95,0.6700,0.7225,63,0.5896,0.6066,51,0.7338,0.7225,49,0.4642,0.6066,40,0.6256,0.7225,23,0.5809,0.6066,26,0.7341,0.7320,79,0.6947,0.6380,99
MDLZ,Mondelez International,Consumer Staples,61.9450,0.0082,23.0346,5.1000,Up,,49.7513,0.4997,0.0420,0.0198,0.0646,0.7116,-0.0000,-0.0024,0.0524,-0.1086,,,,0,,0.0000,,,,,0,0.0000,23.0346,5.1000,-0.0485,-0.0357,Mixed,False,,,0,,,0.6324,0.6667,103,0.6465,0.6618,96,0.5104,0.6667,60,0.6663,0.6618,57,0.7484,0.6667,49,0.5280,0.6618,37,0.7163,0.6667,43,0.5255,0.6618,41,0.6447,0.6495,90,0.7070,0.6438,93
MMM,3M,Industrials,169.0900,-0.0071,23.0106,0.0000,Up,SMA200 73% vs 63% (n=20),49.8218,0.5433,0.1160,0.0205,0.0954,0.6744,0.0050,-0.0209,0.0609,0.3884,,,,0,,0.0000,,,,,0,0.0000,23.0106,0.0000,-0.0614,-0.0238,Mixed,False,,,0,,,0.6776,0.6271,103,0.5553,0.6618,89,0.5683,0.6271,62,0.6820,0.6618,60,0.7002,0.6271,41,0.4678,0.6618,38,0.7295,0.6271,20,0.6022,0.6618,17,0.7127,0.6820,77,0.6699,0.6553,85
WDC,Western Digital,Information Technology,458.7838,-0.0315,22.9554,0.0000,Up,,49.9841,0.6070,0.1683,0.0617,0.2624,0.5092,0.0180,-0.0325,0.1713,4.7247,,,,0,,0.0000,,,,,0,0.0000,22.9554,0.0000,0.0154,-0.3664,Down,False,,,0,,,0.7151,0.7012,102,0.5614,0.6007,84,0.6209,0.7012,44,0.5572,0.6007,38,0.5698,0.7012,29,0.6115,0.6007,31,0.6848,0.7012,22,0.4751,0.6007,20,0.6362,0.7253,54,0.5967,0.5591,107
LNT,Alliant Energy,Utilities,63.7210,0.0005,22.9500,20.0000,Down,SMA200 78% vs 63% (n=25),23.9489,-0.0498,0.0882,0.0168,0.1158,0.1033,-0.0485,-0.0826,-0.0840,-0.2564,,,,0,,0.0000,,,,,0,0.0000,22.9500,20.0000,-0.0746,-0.1980,Down,False,,,0,,,0.7145,0.6500,113,0.5608,0.6289,95,0.6123,0.6500,77,0.6411,0.6289,67,0.5631,0.6500,61,0.6896,0.6289,62,0.6242,0.6500,29,0.7764,0.6289,25,0.7133,0.7295,80,0.6945,0.6546,102
DTE,DTE Energy,Utilities,122.9650,0.0006,22.9500,20.0000,Down,,18.8655,-0.0201,0.1271,0.0185,0.1150,0.0146,-0.0661,-0.1036,-0.1142,-0.7925,,,,0,,0.0000,,,,,0,0.0000,22.9500,20.0000,-0.0912,-0.2262,Down,False,,,0,,,0.6226,0.6490,111,0.6234,0.6771,103,0.6567,0.6490,70,0.6134,0.6771,64,0.7124,0.6490,60,0.4838,0.6771,45,0.7374,0.6490,28,0.5077,0.6771,23,0.7476,0.6962,84,0.6789,0.6431,97
CNP,CenterPoint Energy,Utilities,37.1200,-0.0011,22.9500,20.0000,Down,,28.6312,-0.0234,0.0886,0.0191,0.1481,0.0625,-0.0463,-0.0815,-0.0949,-0.1273,,,,0,,0.0000,,,,,0,0.0000,22.9500,20.0000,-0.0566,-0.1960,Down,False,,,0,,,0.6819,0.6957,113,0.6051,0.6869,103,0.7504,0.6957,73,0.6458,0.6869,56,0.6686,0.6957,57,0.5324,0.6869,50,0.6196,0.6957,36,0.6776,0.6869,34,0.7638,0.7450,85,0.6291,0.6418,105
MAA,Mid-America Apartment Communities,Real Estate,117.1700,-0.0052,22.9221,14.0000,Mixed,SMA200 80% vs 66% (n=28),20.0773,0.0361,0.1384,0.0184,0.0887,0.0043,-0.0642,-0.0980,-0.0954,-0.8290,,,,0,,0.0000,,,,,0,0.0000,22.9221,14.0000,-0.1260,-0.1656,Down,False,,,0,,,0.6702,0.6862,112,0.5796,0.6615,92,0.5880,0.6862,67,0.6499,0.6615,57,0.6562,0.6862,52,0.6499,0.6615,57,0.5915,0.6862,26,0.8014,0.6615,28,0.6139,0.6600,85,0.7620,0.7037,85
BRO,Brown & Brown,Financials,61.4000,-0.0049,22.8478,14.0000,Mixed,,27.5789,0.0392,0.2163,0.0310,0.0759,0.1839,-0.0997,-0.1167,-0.1010,-0.8378,,,,0,,0.0000,,,,,0,0.0000,22.8478,14.0000,-0.1831,-0.0516,Down,False,,,0,,,0.6205,0.6667,97,0.5809,0.6344,83,0.5394,0.6667,51,0.7112,0.6344,53,0.6476,0.6667,31,0.5358,0.6344,25,0.6667,0.6667,18,0.6321,0.6344,19,0.5220,0.6136,62,0.6185,0.6309,89
COF,Capital One,Financials,195.7900,-0.0016,22.8287,14.0000,Mixed,,31.3211,0.0215,0.1369,0.0252,0.1600,0.2671,-0.0655,-0.0768,-0.0480,-1.7492,,,,0,,0.0000,,,,,0,0.0000,22.8287,14.0000,-0.1006,-0.0674,Down,False,,,0,,,0.6264,0.6894,93,0.5871,0.6024,104,0.5721,0.6894,62,0.6680,0.6024,52,0.5063,0.6894,37,0.6176,0.6024,42,0.7399,0.6894,20,0.5641,0.6024,18,0.6332,0.7053,81,0.6007,0.6656,82
PRU,Prudential Financial,Financials,119.1000,0.0128,22.8286,5.1000,Up,,50.3572,0.4976,0.0515,0.0195,0.1235,0.8045,-0.0001,-0.0047,0.1191,-0.1702,,,,0,,0.0000,,,,,0,0.0000,22.8286,5.1000,-0.0238,0.0864,Mixed,False,,,0,,,0.6778,0.7193,105,0.5404,0.5849,91,0.6750,0.7193,61,0.5835,0.5849,48,0.6224,0.7193,44,0.6455,0.5849,43,0.6629,0.7193,29,0.4951,0.5849,29,0.7228,0.6783,80,0.6199,0.6168,100
BX,Blackstone Inc.,Financials,116.6400,-0.0221,22.8211,14.0000,Mixed,SMA100 71% vs 56% (n=50) | SMA200 77% vs 66% (n=24),28.8438,0.0403,0.2443,0.0353,0.3643,0.2039,-0.1123,-0.1264,-0.0865,-1.6424,,,,0,,0.0000,,,,,0,0.0000,22.8211,14.0000,-0.1939,-0.0046,Down,False,,,0,,,0.6626,0.6559,89,0.5981,0.5560,90,0.7346,0.6559,69,0.5843,0.5560,58,0.4918,0.6559,42,0.7079,0.5560,50,0.7723,0.6559,24,0.5234,0.5560,27,0.6811,0.6320,79,0.5104,0.5909,79
MAS,Masco,Industrials,67.5250,-0.0093,22.8206,14.0000,Mixed,,36.5262,0.1940,0.1152,0.0271,0.0976,0.3886,-0.0353,-0.0793,-0.0272,-0.0691,,,,0,,0.0000,,,,,0,0.0000,22.8206,14.0000,-0.0836,-0.1785,Down,False,,,0,,,0.6594,0.6550,94,0.5516,0.6164,102,0.6141,0.6550,54,0.6181,0.6164,55,0.6249,0.6550,45,0.5418,0.6164,43,0.5194,0.6550,28,0.6701,0.6164,34,0.6353,0.6146,77,0.6804,0.6285,82
DAL,Delta Air Lines,Industrials,81.5000,-0.0031,22.8072,2.7238,Up,,50.4201,0.7817,0.0826,0.0268,0.0989,0.6586,0.0233,-0.0309,0.0869,0.6211,,,,0,,0.0000,,,,,0,0.0000,22.8072,2.7238,-0.0178,-0.1461,Down,False,,,0,,,0.6731,0.6541,92,0.5938,0.6109,86,0.6609,0.6541,62,0.5692,0.6109,53,0.6492,0.6541,37,0.6066,0.6109,33,0.5475,0.6541,30,0.5670,0.6109,25,0.5696,0.6423,76,0.6110,0.5948,85
DUK,Duke Energy,Utilities,114.8000,0.0055,22.8024,20.0000,Down,,30.4340,-0.0249,0.0690,0.0148,0.1211,0.1797,-0.0362,-0.0600,-0.0614,-0.4139,,,,0,,0.0000,,,,,0,0.0000,22.8024,20.0000,-0.0647,-0.1321,Down,False,,,0,,,0.6405,0.6851,108,0.6254,0.5736,110,0.7146,0.6851,74,0.5310,0.5736,70,0.7233,0.6851,62,0.5276,0.5736,61,0.6687,0.6851,33,0.6026,0.5736,33,0.7702,0.7310,79,0.7437,0.6506,99
LRCX,Lam Research,Information Technology,301.7445,-0.0180,22.7123,0.0000,Up,BB upper 68% vs 57% (n=97),50.6990,0.5913,0.2107,0.0500,0.1540,0.5654,0.0192,-0.0083,0.1189,2.5813,,,,0,,0.0000,,,,,0,0.0000,22.7123,0.0000,-0.0428,-0.2942,Down,False,,,0,,,0.7206,0.6950,97,0.5011,0.5263,90,0.6739,0.6950,58,0.5376,0.5263,52,0.6509,0.6950,31,0.5345,0.5263,28,0.6520,0.6950,11,0.4792,0.5263,15,0.7091,0.7089,55,0.6759,0.5659,97
EIX,Edison International,Utilities,52.8400,-0.0125,22.6844,8.0000,Mixed,SMA100 81% vs 67% (n=55),30.5942,0.2826,0.4327,0.0464,0.0651,0.0887,-0.0941,-0.2212,-0.2154,0.0135,,,,0,,0.0000,,,,,0,0.0000,22.6844,8.0000,-0.2916,-0.3270,Down,False,,,0,,,0.7270,0.6731,107,0.5618,0.6404,86,0.7030,0.6731,61,0.5260,0.6404,56,0.8083,0.6731,55,0.4238,0.6404,28,0.7033,0.6731,24,0.5505,0.6404,17,0.6981,0.6938,63,0.6028,0.6257,103
AEP,American Electric Power,Utilities,118.3600,-0.0003,22.6312,20.0000,Down,,30.3767,0.0079,0.0650,0.0164,0.0704,0.4115,-0.0320,-0.0560,-0.0564,-0.3261,,,,0,,0.0000,,,,,0,0.0000,22.6312,20.0000,-0.0356,-0.1637,Down,False,,,0,,,0.6578,0.6761,105,0.6557,0.6432,96,0.6328,0.6761,54,0.6595,0.6432,56,0.7018,0.6761,54,0.4898,0.6432,38,0.5320,0.6761,18,0.6749,0.6432,25,0.7293,0.7013,78,0.6311,0.5942,98
EBAY,eBay Inc.,Consumer Discretionary,108.1200,-0.0089,22.4679,0.0000,Up,SMA200 69% vs 59% (n=21),51.4180,0.6276,0.1069,0.0326,0.1132,0.7458,0.0136,0.0028,0.0843,0.4305,,,,0,,0.0000,,,,,0,0.0000,22.4679,0.0000,0.0068,-0.0566,Mixed,False,,,0,,,0.6502,0.6927,111,0.6168,0.5897,89,0.7396,0.6927,66,0.5725,0.5897,63,0.6688,0.6927,45,0.6034,0.5897,43,0.6700,0.6927,27,0.6944,0.5897,21,0.6599,0.6982,76,0.6919,0.6052,105
