ticker,name,sector,close,chg1d,long_score,fade_score,trend,respect_profile,rsi,pctb,bandwidth,atr_pct,relvol,pos52,vs_sma20,vs_sma50,vs_sma200,macd_hist,support_level,support_dist_atr,support_rate,support_n,support_base,support_score,resist_level,resist_dist_atr,resist_base,resist_rate,resist_n,resist_score,long_raw,fade_raw,rs_1m,rs_3m,weekly_trend,vol_confirm,broken_level,broken_rate,broken_n,broken_dist_atr,broken_base,sma20_sup_rate,sma20_sup_base,sma20_sup_n,sma20_res_rate,sma20_res_base,sma20_res_n,sma50_sup_rate,sma50_sup_base,sma50_sup_n,sma50_res_rate,sma50_res_base,sma50_res_n,sma100_sup_rate,sma100_sup_base,sma100_sup_n,sma100_res_rate,sma100_res_base,sma100_res_n,sma200_sup_rate,sma200_sup_base,sma200_sup_n,sma200_res_rate,sma200_res_base,sma200_res_n,bb_lower_sup_rate,bb_lower_sup_base,bb_lower_sup_n,bb_upper_res_rate,bb_upper_res_base,bb_upper_res_n
AIZ,Assurant,Financials,266.8900,-0.0003,37.7406,32.8659,Up,SMA100 75% vs 63% (n=38),31.4982,-0.1721,0.0778,0.0210,0.2683,0.6386,-0.0523,-0.0504,0.0777,-1.9681,,,,0,,0.0000,SMA100,-0.3016,0.6280,0.7503,38,48.8471,37.7406,32.8659,-0.0758,-0.0326,Down,False,,,0,,,0.6549,0.6725,107,0.5818,0.6280,100,0.6086,0.6725,53,0.6527,0.6280,55,0.5058,0.6725,29,0.7503,0.6280,38,0.6445,0.6725,25,0.6605,0.6280,21,0.7237,0.7669,79,0.6514,0.6571,86
GEN,Gen Digital,Information Technology,25.9400,-0.0111,37.7157,6.0000,Up,,31.5714,-0.1916,0.1924,0.0393,0.1744,0.5934,-0.1331,-0.0908,0.0546,-0.6045,,,,0,,0.0000,,,,,0,0.0000,37.7157,6.0000,-0.1148,0.0585,Down,False,,,0,,,0.6380,0.6300,94,0.5820,0.5725,91,0.6104,0.6300,46,0.5715,0.5725,42,0.6624,0.6300,30,0.6392,0.5725,34,0.4608,0.6300,21,0.6097,0.5725,26,0.6378,0.6215,83,0.6635,0.5915,90
MS,Morgan Stanley,Financials,195.9705,-0.0122,37.6271,6.0000,Up,,31.8321,-0.0423,0.1212,0.0266,0.1453,0.5757,-0.0658,-0.0784,0.0213,-1.5708,,,,0,,0.0000,,,,,0,0.0000,37.6271,6.0000,-0.0905,-0.1512,Down,False,,,0,,,0.6036,0.7510,107,0.6510,0.5608,87,0.5485,0.7510,58,0.5862,0.5608,51,0.5808,0.7510,27,0.6437,0.5608,29,0.7309,0.7510,22,0.4709,0.5608,22,0.7489,0.7279,76,0.5624,0.5761,89
FITB,Fifth Third Bancorp,Financials,51.4850,-0.0040,37.2677,6.0000,Up,,32.8891,-0.0597,0.0792,0.0209,0.1545,0.6075,-0.0443,-0.0769,0.0080,-0.2100,,,,0,,0.0000,,,,,0,0.0000,37.2677,6.0000,-0.0681,-0.1040,Down,False,,,0,,,0.5856,0.6827,98,0.6312,0.6220,95,0.6731,0.6827,58,0.6046,0.6220,58,0.5525,0.6827,48,0.6248,0.6220,48,0.7332,0.6827,12,0.4992,0.6220,11,0.6538,0.6724,72,0.6246,0.6467,85
BNY,BNY Mellon,Financials,149.8550,0.0023,37.0903,6.0000,Up,,30.3506,0.0428,0.1241,0.0205,0.0812,0.7525,-0.0567,-0.0578,0.1104,-1.4343,,,,0,,0.0000,,,,,0,0.0000,37.0903,6.0000,-0.0817,0.0006,Down,False,,,0,,,0.7808,0.7458,101,0.4771,0.5311,78,0.7197,0.7458,46,0.6186,0.5311,35,0.7137,0.7458,24,0.5231,0.5311,23,0.8071,0.7458,22,0.4147,0.5311,18,0.7435,0.7610,66,0.5875,0.5525,107
JPM,JPMorgan Chase,Financials,337.8700,0.0010,36.8954,6.0000,Up,,33.9842,-0.0392,0.0734,0.0200,0.1662,0.6821,-0.0396,-0.0438,0.0579,-2.0717,,,,0,,0.0000,,,,,0,0.0000,36.8954,6.0000,-0.0555,-0.0331,Down,False,,,0,,,0.6750,0.7259,104,0.5850,0.5358,80,0.7272,0.7259,55,0.5029,0.5358,46,0.6882,0.7259,38,0.4762,0.5358,32,0.6414,0.7259,13,0.5090,0.5358,12,0.6956,0.6940,69,0.5625,0.5619,96
NWS,News Corp (Class B),Communication Services,31.3600,0.0045,36.3697,6.0000,Up,,35.5304,-0.0102,0.1269,0.0252,0.0938,0.5845,-0.0648,-0.0458,0.0462,-0.3355,,,,0,,0.0000,,,,,0,0.0000,36.3697,6.0000,-0.1085,0.0551,Down,False,,,0,,,0.6801,0.6234,107,0.6416,0.6667,89,0.6823,0.6234,70,0.5914,0.6667,58,0.6784,0.6234,38,0.5667,0.6667,36,0.6962,0.6234,24,0.6212,0.6667,18,0.7228,0.6643,73,0.6822,0.6353,95
BAC,Bank of America,Financials,56.4050,0.0072,35.5768,6.0000,Up,,28.6228,0.1101,0.1607,0.0216,0.2178,0.5588,-0.0627,-0.0816,0.0297,-0.5731,,,,0,,0.0000,,,,,0,0.0000,35.5768,6.0000,-0.0946,-0.0716,Down,False,,,0,,,0.6336,0.6568,98,0.5847,0.5520,87,0.7394,0.6568,55,0.5124,0.5520,53,0.5907,0.6568,36,0.4932,0.5520,39,0.6251,0.6568,21,0.4438,0.5520,19,0.6550,0.6260,67,0.5857,0.5566,92
CSCO,Cisco,Information Technology,105.7350,-0.0065,35.0095,6.0000,Up,SMA100 68% vs 56% (n=30),39.5309,-0.0086,0.0636,0.0270,0.1401,0.6250,-0.0324,-0.0600,0.0969,-0.1749,,,,0,,0.0000,,,,,0,0.0000,35.0095,6.0000,-0.0511,-0.1538,Down,False,,,0,,,0.6365,0.6865,104,0.5593,0.5551,84,0.6844,0.6865,57,0.6040,0.5551,51,0.6148,0.6865,33,0.6830,0.5551,30,0.7498,0.6865,13,0.5138,0.5551,12,0.8311,0.7520,67,0.5595,0.5780,102
VRTX,Vertex Pharmaceuticals,Health Care,525.7445,0.0182,34.7979,5.1000,Up,SMA200 81% vs 66% (n=34) | SMA50 77% vs 66% (n=70),52.4285,0.4395,0.1242,0.0236,0.1360,0.8146,-0.0075,0.0252,0.1159,-2.6378,SMA50,1.0409,0.7655,70,0.6613,15.9441,,,,,0,0.0000,34.7979,5.1000,-0.0458,0.0590,Up,False,,,0,,,0.7365,0.6613,115,0.5253,0.6074,92,0.7655,0.6613,70,0.4598,0.6074,60,0.6801,0.6613,44,0.5681,0.6074,39,0.8065,0.6613,34,0.3832,0.6074,18,0.8528,0.8142,69,0.5873,0.6217,99
BMY,Bristol Myers Squibb,Health Care,61.3900,0.0039,34.3821,5.1000,Up,SMA50 74% vs 64% (n=67),34.6342,0.0944,0.1304,0.0215,0.1504,0.7365,-0.0529,-0.0443,0.0532,-0.5618,,,,0,,0.0000,,,,,0,0.0000,34.3821,5.1000,-0.0935,0.0814,Mixed,False,,,0,,,0.6545,0.6706,104,0.5524,0.6387,102,0.5760,0.6706,51,0.7402,0.6387,67,0.5381,0.6706,27,0.7376,0.6387,32,0.6149,0.6706,15,0.6064,0.6387,20,0.6862,0.6599,80,0.6848,0.6725,89
NTRS,Northern Trust,Financials,174.6400,0.0037,34.2288,6.0000,Up,,36.6872,0.0720,0.0984,0.0233,0.0505,0.7348,-0.0421,-0.0478,0.0903,-1.1573,,,,0,,0.0000,,,,,0,0.0000,34.2288,6.0000,-0.0659,-0.0386,Down,False,,,0,,,0.6555,0.7059,101,0.5957,0.5953,94,0.6595,0.7059,67,0.5397,0.5953,56,0.6878,0.7059,35,0.6217,0.5953,32,0.7882,0.7059,11,0.5318,0.5953,8,0.6959,0.6689,76,0.5836,0.6108,91
CF,CF Industries,Materials,120.3800,-0.0022,34.2139,6.0000,Up,,39.7364,0.0299,0.1713,0.0420,0.1004,0.6839,-0.0805,-0.0380,0.0909,-2.1119,,,,0,,0.0000,,,,,0,0.0000,34.2139,6.0000,-0.0745,0.1263,Down,False,,,0,,,0.6011,0.6757,92,0.6162,0.6747,101,0.7309,0.6757,64,0.5814,0.6747,66,0.6523,0.6757,40,0.6589,0.6747,35,0.6676,0.6757,33,0.6575,0.6747,29,0.7991,0.7309,81,0.6404,0.5988,95
NEM,Newmont,Materials,121.2200,-0.0189,34.0006,5.1000,Up,,48.2614,0.1293,0.0983,0.0336,0.0960,0.7689,-0.0364,0.0626,0.0994,-1.4170,,,,0,,0.0000,,,,,0,0.0000,34.0006,5.1000,-0.0846,0.2443,Up,False,,,0,,,0.6902,0.6774,97,0.5639,0.5479,85,0.6549,0.6774,49,0.5154,0.5479,41,0.5611,0.6774,24,0.5210,0.5479,29,0.7379,0.6774,20,0.5996,0.5479,18,0.5859,0.6681,62,0.5760,0.5434,97
MGM,MGM Resorts,Consumer Discretionary,34.2081,-0.0962,34.0000,19.0000,Mixed,SMA200 75% vs 61% (n=42),16.3772,-0.2067,0.2064,0.0338,2.0163,0.2240,-0.1459,-0.2027,-0.1427,-0.3700,,,,0,,0.0000,,,,,0,0.0000,34.0000,19.0000,-0.2230,-0.3210,Down,True,,,0,,,0.5498,0.6085,95,0.6400,0.6389,100,0.6632,0.6085,63,0.6188,0.6389,68,0.5937,0.6085,54,0.6599,0.6389,62,0.7486,0.6085,42,0.6085,0.6389,38,0.6442,0.6014,82,0.6731,0.6397,83
TRGP,Targa Resources,Energy,284.6100,0.0057,33.5698,5.1000,Up,SMA100 64% vs 50% (n=32),47.8896,0.1496,0.0518,0.0254,0.0504,0.8602,-0.0181,0.0106,0.1698,-1.4032,,,,0,,0.0000,,,,,0,0.0000,33.5698,5.1000,-0.0387,0.0263,Up,False,,,0,,,0.7388,0.7828,118,0.5054,0.4977,87,0.7709,0.7828,74,0.4575,0.4977,55,0.7757,0.7828,40,0.6386,0.4977,32,0.8127,0.7828,22,0.4757,0.4977,17,0.8378,0.7826,63,0.6650,0.6180,114
CDW,CDW Corporation,Information Technology,139.8075,-0.0435,33.4766,5.1000,Up,,43.5151,0.0073,0.1133,0.0431,0.1114,0.6469,-0.0558,-0.0127,0.0680,-1.1499,,,,0,,0.0000,,,,,0,0.0000,33.4766,5.1000,0.0542,0.0313,Mixed,False,,,0,,,0.6307,0.6749,97,0.6048,0.6204,96,0.7068,0.6749,55,0.5562,0.6204,58,0.6425,0.6749,36,0.5971,0.6204,37,0.6032,0.6749,27,0.6709,0.6204,31,0.7165,0.6838,71,0.6443,0.5863,85
EXPE,Expedia Group,Consumer Discretionary,262.8150,0.0146,33.2542,6.0000,Up,,34.9878,0.1359,0.2793,0.0462,0.1936,0.4995,-0.1017,-0.1168,0.0130,-3.6251,,,,0,,0.0000,,,,,0,0.0000,33.2542,6.0000,-0.2299,-0.0434,Down,False,,,0,,,0.5815,0.7294,87,0.6333,0.6318,90,0.6828,0.7294,53,0.5953,0.6318,54,0.5691,0.7294,31,0.6634,0.6318,39,0.7347,0.7294,34,0.4722,0.6318,31,0.7395,0.7143,81,0.6562,0.5933,88
CNC,Centene Corporation,Health Care,62.4750,0.0064,33.1125,6.0000,Up,,41.6255,0.0488,0.1069,0.0372,0.0820,0.8117,-0.0482,-0.0418,0.2018,-0.4810,,,,0,,0.0000,,,,,0,0.0000,33.1125,6.0000,-0.0543,-0.0553,Down,False,,,0,,,0.6185,0.6402,102,0.5933,0.6373,93,0.6859,0.6402,77,0.4709,0.6373,63,0.5279,0.6402,52,0.6847,0.6373,45,0.6272,0.6402,24,0.5021,0.6373,19,0.6679,0.6905,72,0.7121,0.6323,81
STT,State Street Corporation,Financials,180.8600,0.0051,33.0852,6.0000,Up,,38.7861,0.0897,0.1010,0.0229,0.0884,0.8383,-0.0414,-0.0334,0.1879,-1.4236,,,,0,,0.0000,,,,,0,0.0000,33.0852,6.0000,-0.0586,0.0289,Down,False,,,0,,,0.6822,0.7385,100,0.5302,0.5613,87,0.7224,0.7385,61,0.4649,0.5613,46,0.8238,0.7385,36,0.4223,0.5613,25,0.7977,0.7385,16,0.3903,0.5613,12,0.7323,0.7481,67,0.6516,0.5816,107
GM,General Motors,Consumer Discretionary,82.5300,-0.0148,33.0749,5.1000,Up,,43.5274,0.0237,0.0688,0.0299,0.1268,0.7584,-0.0328,-0.0300,0.0275,-0.4184,,,,0,,0.0000,,,,,0,0.0000,33.0749,5.1000,-0.0551,0.0001,Mixed,False,,,0,,,0.6017,0.6923,97,0.5854,0.6350,96,0.5806,0.6923,49,0.6280,0.6350,51,0.7261,0.6923,37,0.4635,0.6350,36,0.6817,0.6923,25,0.5335,0.6350,27,0.6798,0.6954,81,0.5823,0.6645,83
GPN,Global Payments,Financials,84.0100,0.0001,33.0129,5.1000,Up,SMA200 75% vs 65% (n=34),38.8511,0.0917,0.1316,0.0310,0.0622,0.6672,-0.0537,-0.0380,0.1067,-0.9260,,,,0,,0.0000,,,,,0,0.0000,33.0129,5.1000,-0.1125,0.2085,Mixed,False,,,0,,,0.5823,0.6609,95,0.5716,0.6473,88,0.5194,0.6609,55,0.6541,0.6473,55,0.6662,0.6609,48,0.5020,0.6473,41,0.6017,0.6609,22,0.7524,0.6473,34,0.6380,0.6060,86,0.7278,0.6485,82
BEN,Franklin Resources,Financials,32.4100,-0.0092,32.9313,34.3441,Up,SMA100 73% vs 58% (n=36),39.2904,0.0889,0.0911,0.0238,0.1289,0.7575,-0.0375,-0.0371,0.1234,-0.1481,,,,0,,0.0000,SMA100,-0.4595,0.5849,0.7335,36,51.5348,32.9313,34.3441,-0.0698,-0.0392,Down,False,,,0,,,0.5805,0.6978,99,0.6334,0.5849,96,0.6443,0.6978,50,0.6200,0.5849,53,0.6354,0.6978,24,0.7335,0.5849,36,0.7330,0.6978,23,0.6284,0.5849,22,0.6530,0.6367,78,0.6139,0.6013,83
ADP,Automatic Data Processing,Industrials,262.1800,-0.0057,32.5995,5.1000,Up,SMA200 82% vs 60% (n=27) | SMA100 78% vs 60% (n=49),39.8934,0.0942,0.1065,0.0214,0.0973,0.7616,-0.0432,-0.0222,0.1169,-1.9196,,,,0,,0.0000,,,,,0,0.0000,32.5995,5.1000,-0.0736,0.1527,Mixed,False,,,0,,,0.6707,0.6000,95,0.6170,0.6157,94,0.5219,0.6000,60,0.6833,0.6157,64,0.7811,0.6000,49,0.3708,0.6157,35,0.8194,0.6000,27,0.3802,0.6157,13,0.6751,0.6768,80,0.6150,0.6246,96
EXPD,Expeditors International,Industrials,186.7350,-0.0069,32.2732,5.1000,Up,,48.1704,0.1911,0.0481,0.0200,0.0936,0.9051,-0.0148,0.0168,0.1601,-0.7611,,,,0,,0.0000,,,,,0,0.0000,32.2732,5.1000,-0.0118,0.1185,Up,False,,,0,,,0.6561,0.6986,110,0.5237,0.6869,91,0.6547,0.6986,69,0.6022,0.6869,62,0.7378,0.6986,54,0.5549,0.6869,46,0.6912,0.6986,42,0.6187,0.6869,36,0.8030,0.7609,77,0.6592,0.6446,97
LH,Labcorp,Health Care,308.0200,0.0133,32.1907,5.1000,Up,,40.5065,0.1024,0.1170,0.0261,0.0750,0.6662,-0.0465,-0.0225,0.1098,-2.5971,,,,0,,0.0000,,,,,0,0.0000,32.1907,5.1000,-0.0963,0.1166,Mixed,False,,,0,,,0.6776,0.7062,102,0.6208,0.6753,97,0.6639,0.7062,59,0.6284,0.6753,56,0.7197,0.7062,43,0.6340,0.6753,46,0.6299,0.7062,37,0.6296,0.6753,40,0.7696,0.6817,84,0.6515,0.6235,95
RSG,Republic Services,Industrials,215.0350,0.0091,32.1199,6.0000,Up,,42.3072,0.0801,0.0610,0.0172,0.0479,0.5297,-0.0256,-0.0134,0.0026,-1.2687,,,,0,,0.0000,,,,,0,0.0000,32.1199,6.0000,-0.0420,-0.0377,Down,False,,,0,,,0.6448,0.7150,109,0.5784,0.6054,97,0.5888,0.7150,62,0.6404,0.6054,56,0.7630,0.7150,43,0.4984,0.6054,45,0.5775,0.7150,20,0.6697,0.6054,25,0.7317,0.7197,71,0.6163,0.5994,94
AMZN,Amazon,Consumer Discretionary,246.6250,-0.0106,32.0404,6.0000,Up,,41.8897,0.0892,0.0753,0.0239,0.2100,0.5551,-0.0309,-0.0371,0.0245,-0.5746,,,,0,,0.0000,,,,,0,0.0000,32.0404,6.0000,-0.0580,0.0405,Down,False,,,0,,,0.6390,0.6825,102,0.5819,0.5894,98,0.6841,0.6825,57,0.6162,0.5894,55,0.6680,0.6825,42,0.6037,0.5894,38,0.7307,0.6825,23,0.5162,0.5894,18,0.6520,0.6715,63,0.6523,0.5908,87
UNP,Union Pacific Corporation,Industrials,275.1400,-0.0014,31.9762,6.0000,Up,,34.6250,0.1936,0.1440,0.0209,0.0668,0.6192,-0.0441,-0.0603,0.0532,-1.7093,,,,0,,0.0000,,,,,0,0.0000,31.9762,6.0000,-0.1139,0.0159,Down,False,,,0,,,0.6432,0.6686,95,0.6157,0.6044,99,0.6040,0.6686,65,0.6098,0.6044,59,0.5835,0.6686,52,0.6626,0.6044,57,0.5506,0.6686,39,0.6613,0.6044,42,0.7816,0.7175,79,0.6725,0.6309,86
UNH,UnitedHealth Group,Health Care,372.9799,0.0046,31.8439,6.0000,Up,,37.1503,0.1637,0.0978,0.0247,0.2255,0.5831,-0.0329,-0.0654,0.0629,-0.8699,,,,0,,0.0000,,,,,0,0.0000,31.8439,6.0000,-0.0648,-0.1226,Down,False,,,0,,,0.6589,0.7059,105,0.5830,0.5339,94,0.6004,0.7059,54,0.5959,0.5339,60,0.6907,0.7059,58,0.5396,0.5339,50,0.5704,0.7059,29,0.5850,0.5339,27,0.6645,0.6220,78,0.6734,0.6557,89
CAH,Cardinal Health,Health Care,224.5300,0.0147,31.7621,6.0000,Up,,38.3835,0.1498,0.1259,0.0222,0.1058,0.7036,-0.0441,-0.0363,0.0367,-1.9589,,,,0,,0.0000,,,,,0,0.0000,31.7621,6.0000,-0.0397,-0.0817,Down,False,,,0,,,0.7127,0.7077,101,0.4900,0.5406,80,0.7885,0.7077,63,0.6156,0.5406,45,0.6715,0.7077,30,0.5616,0.5406,23,0.7221,0.7077,11,0.6279,0.5406,9,0.7452,0.7269,67,0.6035,0.5881,96
DXCM,Dexcom,Health Care,87.7050,-0.0003,31.7254,5.1000,Up,SMA50 80% vs 64% (n=52) | SMA100 76% vs 64% (n=40),52.8614,0.5012,0.1077,0.0270,0.0818,0.8731,0.0001,0.0364,0.2123,-0.1197,SMA50,1.2987,0.7955,52,0.6364,10.6726,,,,,0,0.0000,31.7254,5.1000,-0.0428,0.2100,Up,False,,,0,,,0.5781,0.6364,99,0.6502,0.6550,100,0.7955,0.6364,52,0.6138,0.6550,41,0.7624,0.6364,40,0.4888,0.6550,30,0.6612,0.6364,18,0.6646,0.6550,18,0.7581,0.6700,80,0.6654,0.6382,84
HUM,Humana,Health Care,376.9650,0.0058,31.6364,6.0000,Up,,41.2168,0.1153,0.1059,0.0319,0.1734,0.8055,-0.0407,-0.0263,0.3088,-3.3716,,,,0,,0.0000,,,,,0,0.0000,31.6364,6.0000,-0.0309,-0.0026,Down,False,,,0,,,0.6732,0.6667,98,0.5690,0.6600,85,0.6089,0.6667,71,0.5806,0.6600,66,0.6259,0.6667,45,0.6443,0.6600,42,0.5772,0.6667,37,0.5805,0.6600,35,0.6080,0.6500,71,0.6366,0.6409,88
SW,Smurfit Westrock,Materials,45.4500,-0.0224,31.6023,0.0000,Up,SMA100 58% vs 48% (n=37),49.4099,0.5173,0.1692,0.0338,0.1165,0.6924,0.0029,-0.0203,0.0741,0.1920,SMA100,0.9606,0.5837,37,0.4832,18.0784,,,,,0,0.0000,31.6023,0.0000,-0.0725,-0.0623,Mixed,False,,,0,,,0.4933,0.4832,81,0.4661,0.4866,86,0.4725,0.4832,53,0.5658,0.4866,56,0.5837,0.4832,37,0.5775,0.4866,34,0.5568,0.4832,30,0.5818,0.4866,32,0.5369,0.5714,58,0.6547,0.5612,59
J,Jacobs Solutions,Industrials,139.9600,-0.0082,31.5989,5.1000,Up,,40.6481,0.1248,0.0958,0.0223,0.0791,0.5663,-0.0360,-0.0147,0.0565,-0.8317,,,,0,,0.0000,,,,,0,0.0000,31.5989,5.1000,-0.0828,0.1022,Mixed,False,,,0,,,0.6451,0.7555,103,0.6661,0.5678,100,0.5810,0.7555,58,0.6657,0.5678,61,0.7296,0.7555,44,0.5164,0.5678,43,0.6585,0.7555,34,0.6653,0.5678,40,0.7936,0.7608,83,0.6636,0.5909,96
HSIC,Henry Schein,Health Care,85.3100,0.0031,31.3795,6.0000,Up,,38.7795,0.1600,0.0911,0.0215,0.1398,0.7727,-0.0310,-0.0287,0.0677,-0.5049,,,,0,,0.0000,,,,,0,0.0000,31.3795,6.0000,-0.0529,-0.0173,Down,False,,,0,,,0.6398,0.6761,94,0.6372,0.7033,104,0.6360,0.6761,60,0.6824,0.7033,69,0.6612,0.6761,50,0.6217,0.7033,52,0.6548,0.6761,49,0.7163,0.7033,46,0.6798,0.6647,97,0.6807,0.6783,94
FOXA,Fox Corporation (Class A),Communication Services,63.4400,-0.0081,31.2724,27.6497,Up,SMA100 69% vs 56% (n=40) | SMA50 67% vs 56% (n=49),43.8039,0.0941,0.0987,0.0274,0.0795,0.5557,-0.0401,0.0026,0.0059,-0.5906,,,,0,,0.0000,SMA50,0.0932,0.5622,0.6651,49,48.2347,31.2724,27.6497,-0.0853,0.2321,Mixed,False,,,0,,,0.6658,0.7273,104,0.6064,0.5622,97,0.6881,0.7273,54,0.6651,0.5622,49,0.6502,0.7273,42,0.6875,0.5622,40,0.7273,0.7273,22,0.5326,0.5622,19,0.7504,0.7570,64,0.6138,0.6111,101
CSX,CSX Corporation,Industrials,47.0750,-0.0024,31.0871,6.0000,Up,SMA200 71% vs 59% (n=43),36.9607,0.1975,0.1185,0.0212,0.2084,0.6900,-0.0358,-0.0561,0.0764,-0.2344,,,,0,,0.0000,,,,,0,0.0000,31.0871,6.0000,-0.0883,-0.0226,Down,False,,,0,,,0.6626,0.7296,97,0.5392,0.5943,95,0.6400,0.7296,49,0.4906,0.5943,62,0.6784,0.7296,46,0.4976,0.5943,47,0.4742,0.7296,38,0.7102,0.5943,43,0.6993,0.7102,83,0.6772,0.6218,106
IVZ,Invesco,Financials,30.2850,-0.0148,31.0137,5.1000,Up,,41.8338,0.1323,0.1279,0.0305,0.3422,0.7523,-0.0470,-0.0302,0.1069,-0.2438,,,,0,,0.0000,,,,,0,0.0000,31.0137,5.1000,-0.0727,0.1265,Mixed,False,,,0,,,0.6635,0.6681,98,0.5482,0.6316,90,0.6314,0.6681,62,0.6088,0.6316,56,0.6589,0.6681,38,0.6289,0.6316,35,0.7019,0.6681,34,0.4818,0.6316,22,0.6723,0.6918,73,0.5871,0.6069,87
FANG,Diamondback Energy,Energy,190.4000,0.0256,30.8479,6.0000,Up,,41.8245,0.1392,0.1240,0.0334,0.1147,0.6811,-0.0447,-0.0428,0.0460,-2.0297,,,,0,,0.0000,,,,,0,0.0000,30.8479,6.0000,-0.0799,-0.0040,Down,False,,,0,,,0.6399,0.6480,111,0.5840,0.6219,103,0.6808,0.6480,85,0.5303,0.6219,78,0.6264,0.6480,64,0.5792,0.6219,59,0.6864,0.6480,26,0.6996,0.6219,31,0.7069,0.7409,78,0.6970,0.6224,100
VZ,Verizon,Communication Services,47.3650,0.0182,30.8362,5.1000,Up,SMA200 70% vs 54% (n=22),41.4247,0.1453,0.1174,0.0224,0.1858,0.7152,-0.0416,-0.0138,0.0449,-0.5460,,,,0,,0.0000,,,,,0,0.0000,30.8362,5.1000,-0.0601,-0.0003,Mixed,False,,,0,,,0.5853,0.6758,98,0.6323,0.5422,88,0.5532,0.6758,75,0.6051,0.5422,69,0.6554,0.6758,52,0.5651,0.5422,37,0.6229,0.6758,18,0.6988,0.5422,22,0.6911,0.6678,78,0.7132,0.6553,81
MSI,Motorola Solutions,Information Technology,459.7850,-0.0014,30.8117,5.1000,Up,SMA100 69% vs 57% (n=31),46.5203,0.2653,0.0904,0.0201,0.0526,0.7536,-0.0212,0.0117,0.0797,-2.4650,,,,0,,0.0000,,,,,0,0.0000,30.8117,5.1000,-0.0486,0.1033,Up,False,,,0,,,0.6799,0.7381,93,0.5920,0.5709,86,0.6602,0.7381,55,0.6112,0.5709,57,0.5743,0.7381,29,0.6938,0.5709,31,0.5433,0.7381,18,0.6368,0.5709,20,0.6720,0.6747,64,0.5922,0.5446,101
COP,ConocoPhillips,Energy,130.0700,0.0155,30.7372,5.1000,Up,,48.1352,0.2453,0.1058,0.0264,0.0942,0.8031,-0.0269,0.0305,0.1392,-1.4919,,,,0,,0.0000,,,,,0,0.0000,30.7372,5.1000,-0.0305,0.1772,Up,False,,,0,,,0.6661,0.7342,101,0.5130,0.5695,94,0.5907,0.7342,67,0.6339,0.5695,69,0.7025,0.7342,50,0.5792,0.5695,50,0.5696,0.7342,31,0.6320,0.5695,36,0.7023,0.6894,64,0.6535,0.6066,90
LYV,Live Nation Entertainment,Communication Services,168.4100,-0.0037,30.7277,6.0000,Up,SMA200 82% vs 67% (n=26) | SMA50 79% vs 67% (n=58),37.2511,0.2512,0.1159,0.0231,0.0821,0.6739,-0.0288,-0.0562,0.0348,-0.3219,SMA200,1.4562,0.8226,26,0.6698,2.2335,,,,,0,0.0000,30.7277,6.0000,-0.0936,-0.0653,Down,False,,,0,,,0.6562,0.6698,90,0.6608,0.6128,89,0.7851,0.6698,58,0.5423,0.6128,54,0.5819,0.6698,47,0.6536,0.6128,38,0.8226,0.6698,26,0.3817,0.6128,26,0.6992,0.6581,77,0.6684,0.6246,91
VTRS,Viatris,Health Care,17.3350,0.0126,30.4973,11.6070,Up,SMA50 74% vs 60% (n=49) | SMA20 73% vs 60% (n=100),62.2605,0.9790,0.0659,0.0242,0.1399,0.8996,0.0316,0.0322,0.1631,0.0661,SMA50,1.2865,0.7436,49,0.6032,9.9950,,,,,0,0.0000,30.4973,11.6070,0.0421,0.0490,Up,False,,,0,,,0.7251,0.6032,100,0.5801,0.6978,87,0.7436,0.6032,49,0.5856,0.6978,52,0.6951,0.6032,34,0.6074,0.6978,22,0.7138,0.6032,26,0.5127,0.6978,19,0.6332,0.6222,71,0.6808,0.6006,95
XYZ,"Block, Inc.",Financials,75.8250,0.0153,30.3441,37.5507,Up,SMA100 78% vs 63% (n=34) | SMA200 71% vs 60% (n=29),41.0826,0.1704,0.1464,0.0322,0.1320,0.7134,-0.0483,-0.0559,0.0877,-0.5539,,,,0,,0.0000,SMA100,-0.3596,0.6255,0.7764,34,57.3649,30.3441,37.5507,-0.0742,-0.0455,Down,False,,,0,,,0.5824,0.6016,98,0.6068,0.6255,99,0.5971,0.6016,62,0.5604,0.6255,54,0.4972,0.6016,29,0.7764,0.6255,34,0.7093,0.6016,29,0.6030,0.6255,30,0.6740,0.6536,80,0.6581,0.6495,82
TROW,T. Rowe Price,Financials,103.8950,-0.0065,30.3067,6.0000,Up,,35.7643,0.2464,0.1009,0.0196,0.0835,0.5551,-0.0256,-0.0610,0.0249,-0.0742,,,,0,,0.0000,,,,,0,0.0000,30.3067,6.0000,-0.0693,-0.0475,Down,False,,,0,,,0.5732,0.6172,98,0.6501,0.6537,100,0.6520,0.6172,55,0.6830,0.6537,54,0.6869,0.6172,52,0.5760,0.6537,37,0.6624,0.6172,42,0.5272,0.6537,37,0.6511,0.6604,83,0.6391,0.6512,83
NSC,Norfolk Southern,Industrials,315.0700,0.0002,30.0112,6.0000,Up,,35.7519,0.2587,0.1492,0.0187,0.0443,0.4962,-0.0360,-0.0569,0.0202,-1.4184,,,,0,,0.0000,,,,,0,0.0000,30.0112,6.0000,-0.1133,-0.0063,Down,False,,,0,,,0.6700,0.6680,97,0.6363,0.6357,99,0.6779,0.6680,56,0.6099,0.6357,51,0.7133,0.6680,39,0.6293,0.6357,35,0.6224,0.6680,26,0.5817,0.6357,21,0.6665,0.6632,81,0.6202,0.6099,87
